,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-600,0.3206626741215587,0.05644412243273109,0.4301259234547615,0.5922630004584789,0.17973069697618485,4.9150179222226145,0.13717026002705096,0.08289828462293372,0.47647242769598963
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-600,0.8152899354696274,0.02177737927995622,0.27032891362905503,0.922225897014141,0.18945730067789554,1.4968849778175355,0.613742558658123,0.09257445493713021,0.11100459853187203
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-600,1.1982318125665188,0.020697595993988217,0.2170000840444118,1.111015720665455,0.16630831994116307,1.7062740184366703,0.7536186471581459,0.1518097085878253,0.12263197335414588
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-600,1.9664851397275924,0.016943188617005944,0.11549332174472511,1.2974156036973,0.1376495437696576,2.969647985696793,0.8942760273814201,0.19617939703166484,0.07092062178999185
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-599,2.415958601236343,0.05950013245455921,0.1722451511770487,1.4831292152404785,0.12557067312300205,1.7586913377046585,0.8954491958022117,0.17530418559908867,0.04631047591101378
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-600,2.6207212924957277,0.11516017816029489,0.1826948806643486,1.4000766202807426,0.10411396538838744,2.526108707487583,1.2131135702133178,0.16583187282085418,0.04047047048807144
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-598,3.248473060131073,0.08076022225432097,0.1940284239128232,2.0126518487930296,0.05612846631556749,0.9994146317243576,1.1565677613019942,0.1828881710767746,0.020964931068010628
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-586,3.5478394746780397,0.077767442073673,0.5038176439702511,2.294321122765541,0.02662266483530402,1.8750232100486754,1.1950372248888015,0.1893646690994501,0.03261231677606702
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-600,5.574020087718964,0.14084508996456863,0.2101040653884411,2.3865816473960875,0.01961500118486583,1.4268918871879577,1.260115271806717,0.23389748632907867,0.013574962102575227
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-570,5.694912040233612,0.16058438681066037,1.945056939125061,2.6593449473381043,0.028388438606634737,1.5064992219209672,1.331219682097435,0.21784058026969433,0.019762887479737402
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-584,5.326665925979614,0.14005159940570594,0.8178909838199615,2.947590261697769,0.04514819448813796,1.402588202059269,1.2879222959280014,0.24945976659655572,0.008294246735749767
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-598,4.241891181468963,0.10898326747119427,0.1969576919451356,2.745709937810898,0.09208045890554786,1.5277309238910675,1.1173852980136871,0.22259761206805706,0.046925914194434884
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-576,6.919794201850891,0.042795608891174196,1.192379279434681,3.0374310672283173,0.1005662084557116,2.038465955853462,1.0690567523241044,0.2041336338967085,0.018565305485390128
,success,steps,cumulated_reward,Pi_q_loss_0,Pi_l2_loss_0,Q_loss_0,Pi_q_loss_1,Pi_l2_loss_1,Q_loss_1,Pi_q_loss_2,Pi_l2_loss_2,Q_loss_2
0,False,600,-596,3.7935454845428467,0.26338364742696285,0.2550081890076399,3.4328092098236085,0.037406435469165444,1.5321751177310943,1.0832871198654175,0.2394308988004923,0.01074519061949104
