,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-596,0.22792257070541383,0.0,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,580,-566,0.18535784110426903,0.0,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-576,0.1876142632216215,0.0,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-593,0.18209544606506825,6.236235570907593,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-567,0.16278499215841294,4.607070964574814,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-600,0.15520198792219161,4.477539670467377,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-567,0.1272226693108678,4.1256145477294925,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-600,0.10365848150104284,4.621880894899368,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-600,0.07684265859425068,3.808820140361786,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-599,0.06935583604499698,2.3883323788642885,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-595,0.07998796897009015,1.6743831604719162,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-600,0.12714641951024533,4.485695487260818,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-600,0.09211566001176834,3.9813076853752136,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-595,0.0854227727279067,3.706318551301956,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-597,0.08302466664463282,3.59438556432724,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-558,0.07865061704069376,3.1857794493436815,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-599,0.0774013778194785,4.982641875743866,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-599,0.0775230273604393,5.780196404457092,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-598,0.07324322611093521,4.693876874446869,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-600,0.06943269222974777,4.078008973598481,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-571,0.07162622064352035,3.4019879758358003,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-569,0.07480571791529655,3.3484643638134,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-590,0.07933058850467205,3.401174759864807,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-600,0.08083490636199712,3.3495910584926607,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-594,0.08070512600243092,2.9589805394411086,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-572,0.07979417368769645,3.0748237669467926,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-591,0.07882953230291605,3.215393900871277,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-588,0.07989290710538625,3.0283965170383453,0.0
,success,steps,cumulated_reward,Q_loss_0,Q_loss_1,Q_loss_2
0,False,600,-594,0.08051228541880846,3.166932165622711,0.0
